,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome
324,57,admin.,divorced,secondary,no,1878,yes,no,cellular,17,nov,1,-1,0,unknown
325,37,housemaid,married,secondary,no,942,no,no,unknown,17,jun,1,-1,0,unknown
326,32,services,single,primary,no,1806,no,yes,cellular,21,jul,4,-1,0,unknown
327,43,blue-collar,married,primary,no,0,yes,no,cellular,12,may,3,285,4,failure
328,39,services,married,secondary,no,3870,yes,no,cellular,20,apr,1,-1,0,unknown
329,35,blue-collar,single,secondary,no,0,yes,no,unknown,3,jun,3,-1,0,unknown
330,33,management,single,tertiary,no,372,yes,yes,cellular,6,may,1,-1,0,unknown
331,54,services,married,secondary,no,2431,yes,no,unknown,19,may,4,-1,0,unknown
332,27,technician,single,secondary,no,2731,no,no,telephone,16,jun,1,-1,0,unknown
333,33,admin.,single,tertiary,no,12704,yes,no,cellular,21,nov,2,-1,0,unknown
334,53,technician,married,secondary,no,1389,no,no,telephone,30,jul,4,-1,0,unknown
335,53,retired,married,primary,no,136,yes,no,unknown,6,may,2,-1,0,unknown
336,33,technician,single,secondary,no,641,yes,yes,cellular,20,apr,3,-1,0,unknown
337,53,retired,married,primary,no,383,yes,no,unknown,14,may,1,-1,0,unknown
338,37,blue-collar,married,secondary,no,2924,no,no,cellular,31,jul,2,-1,0,unknown
339,50,services,married,secondary,no,481,yes,no,cellular,13,may,1,-1,0,unknown
340,38,blue-collar,married,unknown,no,113,no,no,unknown,13,may,10,-1,0,unknown
341,44,management,married,tertiary,no,3603,yes,no,cellular,18,nov,1,-1,0,unknown
342,43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,2,147,3,failure
343,32,housemaid,married,primary,no,51,yes,no,cellular,12,may,1,-1,0,unknown
344,42,technician,married,tertiary,no,1079,no,no,cellular,31,jul,2,-1,0,unknown
345,37,management,single,tertiary,no,2173,no,no,cellular,21,nov,3,114,1,failure
346,34,admin.,married,secondary,no,635,yes,no,unknown,26,may,1,-1,0,unknown
347,36,technician,single,tertiary,no,670,yes,no,cellular,17,apr,1,343,1,failure
348,34,blue-collar,single,secondary,no,13683,yes,no,cellular,20,apr,3,321,3,failure
349,60,blue-collar,married,primary,no,228,yes,no,unknown,28,may,11,-1,0,unknown
350,45,management,married,tertiary,no,37378,yes,no,unknown,14,may,1,-1,0,unknown
351,31,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,2,119,2,success
352,31,admin.,married,secondary,no,782,yes,no,cellular,20,nov,1,-1,0,unknown
353,46,admin.,married,unknown,no,0,yes,no,cellular,25,jul,1,-1,0,unknown
354,58,retired,married,secondary,no,630,no,no,unknown,9,jun,2,-1,0,unknown
355,44,blue-collar,married,primary,no,134,yes,no,cellular,7,may,1,-1,0,unknown
356,30,management,married,tertiary,no,0,no,no,cellular,10,jul,1,-1,0,unknown
357,58,blue-collar,married,primary,no,5788,no,no,unknown,29,may,2,-1,0,unknown
358,53,unemployed,married,secondary,no,1561,no,no,cellular,20,nov,2,-1,0,unknown
359,37,technician,married,secondary,no,1610,no,no,unknown,16,jun,2,-1,0,unknown
360,33,unemployed,single,secondary,no,0,yes,yes,cellular,25,aug,2,-1,0,unknown
361,46,admin.,married,secondary,no,739,yes,no,cellular,23,jul,1,-1,0,unknown
362,37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,2,272,1,failure
363,32,technician,married,secondary,no,150,no,yes,cellular,7,aug,2,-1,0,unknown
364,51,housemaid,married,secondary,no,1270,no,no,cellular,29,jan,3,-1,0,unknown
365,35,management,single,tertiary,no,539,yes,no,cellular,3,feb,2,267,1,other
366,45,blue-collar,married,primary,no,186,no,no,unknown,20,jun,2,-1,0,unknown
367,45,admin.,married,secondary,no,180,yes,no,unknown,9,may,1,-1,0,unknown
368,50,blue-collar,married,primary,no,19,no,no,cellular,25,aug,3,-1,0,unknown
369,47,self-employed,married,tertiary,no,3072,no,no,cellular,21,nov,3,-1,0,unknown
370,34,management,single,tertiary,no,1171,yes,no,cellular,10,jul,1,-1,0,unknown
371,41,blue-collar,married,primary,no,407,yes,yes,telephone,10,jul,2,-1,0,unknown
372,25,admin.,single,secondary,no,96,yes,no,unknown,9,may,2,-1,0,unknown
373,57,admin.,single,secondary,no,1615,yes,no,cellular,13,may,1,-1,0,unknown
374,56,technician,divorced,tertiary,no,1593,yes,no,cellular,31,jul,4,-1,0,unknown
375,35,management,married,tertiary,no,3109,yes,no,cellular,3,jun,1,-1,0,unknown
376,43,blue-collar,divorced,primary,no,328,no,yes,cellular,8,jul,1,-1,0,unknown
377,36,admin.,married,secondary,no,898,no,no,cellular,15,jul,5,-1,0,unknown
378,35,entrepreneur,single,tertiary,no,1295,yes,no,cellular,17,apr,2,73,1,failure
379,35,management,single,tertiary,no,671,yes,no,cellular,1,jun,1,83,1,success
380,45,admin.,married,secondary,no,373,no,yes,cellular,18,jul,3,-1,0,unknown
381,43,blue-collar,married,primary,no,533,yes,no,cellular,14,may,2,370,1,other
382,44,unknown,married,unknown,no,722,yes,no,telephone,22,jul,2,-1,0,unknown
383,32,blue-collar,married,primary,no,1518,yes,no,telephone,6,feb,3,-1,0,unknown
384,54,management,married,tertiary,no,446,no,no,cellular,2,jun,2,91,8,failure
385,46,management,divorced,tertiary,no,-94,yes,no,cellular,21,nov,4,-1,0,unknown
386,44,entrepreneur,married,secondary,no,860,yes,yes,cellular,6,may,2,295,5,failure
387,31,student,single,unknown,no,640,no,no,cellular,3,feb,1,-1,0,unknown
388,47,services,married,secondary,no,505,no,no,unknown,20,jun,3,-1,0,unknown
389,36,entrepreneur,married,secondary,no,246,yes,no,cellular,18,may,4,-1,0,unknown
390,29,blue-collar,single,primary,no,1768,yes,no,cellular,13,may,3,344,1,other
391,29,services,married,secondary,no,376,no,yes,telephone,28,jan,3,183,4,failure
392,52,services,divorced,secondary,no,0,yes,no,cellular,11,may,2,-1,0,unknown
393,45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,1,-1,0,unknown
394,26,management,single,tertiary,no,1837,no,no,cellular,3,feb,2,-1,0,unknown
395,34,housemaid,married,secondary,no,5,no,no,telephone,21,jul,7,-1,0,unknown
396,51,blue-collar,married,unknown,no,0,yes,no,telephone,7,may,4,-1,0,unknown
397,42,technician,married,tertiary,no,446,no,no,cellular,6,aug,3,-1,0,unknown
398,38,management,married,tertiary,no,5506,no,no,cellular,20,nov,1,-1,0,unknown
399,52,blue-collar,married,secondary,no,262,no,no,unknown,18,jun,4,-1,0,unknown
400,43,entrepreneur,married,secondary,no,641,yes,yes,unknown,2,jun,4,-1,0,unknown
401,36,blue-collar,married,primary,no,-608,yes,no,cellular,11,jul,2,-1,0,unknown
402,29,student,single,tertiary,no,795,no,no,cellular,26,may,1,-1,0,unknown
403,35,blue-collar,single,secondary,no,278,no,no,cellular,2,feb,1,-1,0,unknown
404,47,unemployed,married,primary,no,798,no,no,cellular,20,aug,2,-1,0,unknown
405,32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,1,195,1,failure
406,54,services,married,secondary,no,1301,yes,no,unknown,13,may,1,-1,0,unknown
407,40,blue-collar,married,secondary,no,327,yes,no,cellular,12,may,2,357,1,failure
408,56,retired,divorced,secondary,no,275,yes,yes,cellular,10,jul,1,-1,0,unknown
409,32,services,married,secondary,no,198,no,no,cellular,30,jan,2,-1,0,unknown
410,58,retired,married,primary,no,193,yes,yes,unknown,13,may,3,-1,0,unknown
411,42,admin.,divorced,secondary,no,1811,yes,no,unknown,14,may,1,-1,0,unknown
412,48,blue-collar,married,primary,no,9004,no,no,unknown,14,may,3,-1,0,unknown
413,51,blue-collar,married,primary,no,-11,no,no,telephone,16,jul,4,-1,0,unknown
414,39,retired,divorced,primary,no,284,no,no,telephone,31,jul,8,-1,0,unknown
415,29,housemaid,married,tertiary,no,420,yes,no,unknown,28,may,3,-1,0,unknown
416,31,entrepreneur,single,tertiary,no,150,yes,no,unknown,23,may,2,-1,0,unknown
417,31,blue-collar,married,secondary,no,968,no,no,cellular,17,apr,1,-1,0,unknown
418,35,blue-collar,married,secondary,no,1207,yes,no,cellular,17,apr,2,331,1,success
419,56,blue-collar,married,primary,no,409,yes,no,telephone,7,jul,6,-1,0,unknown
420,36,technician,married,secondary,no,0,yes,no,unknown,20,jun,7,-1,0,unknown
421,35,management,married,tertiary,no,0,no,no,cellular,22,may,1,-1,0,unknown
422,28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,2,-1,0,unknown
423,55,management,single,tertiary,no,1464,yes,no,unknown,16,may,1,-1,0,unknown
424,36,services,divorced,secondary,no,-330,yes,yes,unknown,27,may,2,-1,0,unknown
425,49,entrepreneur,married,primary,no,5380,yes,no,unknown,4,jun,4,-1,0,unknown
426,51,unemployed,married,secondary,no,1052,no,no,cellular,25,aug,4,-1,0,unknown
427,35,management,single,tertiary,no,578,yes,no,cellular,19,nov,1,-1,0,unknown
428,42,blue-collar,married,primary,no,223,yes,no,unknown,7,may,3,-1,0,unknown
429,52,management,married,tertiary,no,1453,no,no,telephone,29,jul,21,-1,0,unknown
430,26,blue-collar,single,secondary,no,2,yes,no,unknown,30,may,4,-1,0,unknown
431,31,technician,single,secondary,no,1771,yes,no,unknown,30,may,2,-1,0,unknown
432,33,blue-collar,married,secondary,no,3458,yes,no,cellular,20,apr,1,-1,0,unknown
433,57,services,divorced,unknown,no,1877,yes,no,cellular,14,apr,4,319,1,failure
434,50,blue-collar,married,secondary,no,606,yes,no,unknown,14,may,2,-1,0,unknown
435,47,unemployed,married,secondary,no,49,yes,no,cellular,17,jul,7,-1,0,unknown
436,43,housemaid,married,primary,no,1342,yes,yes,unknown,9,may,2,-1,0,unknown
437,34,management,married,tertiary,no,926,no,yes,cellular,2,feb,2,-1,0,unknown
438,46,entrepreneur,married,secondary,no,4,yes,yes,unknown,27,jun,1,-1,0,unknown
439,59,housemaid,divorced,tertiary,no,0,no,no,cellular,20,apr,1,332,2,other
440,35,management,married,tertiary,no,24,yes,no,cellular,20,aug,2,-1,0,unknown
441,50,technician,married,secondary,no,2062,no,no,unknown,30,may,1,-1,0,unknown
442,54,management,married,tertiary,no,0,yes,no,cellular,24,jul,2,-1,0,unknown
443,54,management,divorced,tertiary,no,124,no,no,cellular,27,aug,11,-1,0,unknown
444,44,unemployed,married,secondary,no,6178,no,no,cellular,3,feb,3,-1,0,unknown
445,57,retired,married,unknown,no,316,yes,no,unknown,3,jun,8,-1,0,unknown
446,29,entrepreneur,single,primary,no,97,yes,no,cellular,29,jan,1,-1,0,unknown
447,49,unknown,married,secondary,no,4846,no,no,unknown,20,jun,9,-1,0,unknown
448,38,blue-collar,married,primary,no,8637,yes,no,unknown,11,jun,1,-1,0,unknown
449,29,technician,single,tertiary,no,1221,yes,no,cellular,21,jul,2,-1,0,unknown
450,56,admin.,married,secondary,no,33,no,yes,cellular,19,nov,1,-1,0,unknown
451,36,unemployed,single,primary,no,4148,no,no,cellular,30,jan,3,-1,0,unknown
452,38,management,divorced,tertiary,no,-980,yes,no,unknown,20,may,1,-1,0,unknown
453,34,technician,single,tertiary,no,783,no,no,cellular,8,jul,1,-1,0,unknown
454,54,housemaid,married,primary,no,3304,no,yes,cellular,25,jul,7,-1,0,unknown
455,36,technician,single,secondary,no,1832,yes,no,unknown,8,may,1,-1,0,unknown
456,33,management,single,tertiary,no,1160,yes,yes,cellular,7,jul,1,391,2,failure
457,43,technician,married,tertiary,no,2331,yes,no,unknown,8,may,4,-1,0,unknown
458,46,blue-collar,married,secondary,no,-221,yes,yes,cellular,2,feb,2,244,1,failure
459,58,housemaid,divorced,primary,no,57,no,no,unknown,17,jun,3,-1,0,unknown
460,45,entrepreneur,divorced,primary,no,888,yes,no,telephone,28,jul,6,-1,0,unknown
461,32,admin.,married,secondary,no,0,no,no,cellular,25,jul,1,-1,0,unknown
462,36,technician,divorced,secondary,no,3296,yes,no,cellular,17,nov,1,-1,0,unknown
463,39,technician,married,secondary,no,94,no,no,unknown,16,jun,2,-1,0,unknown
464,60,retired,married,unknown,no,878,no,no,cellular,13,aug,2,-1,0,unknown
465,36,blue-collar,married,secondary,no,-870,yes,no,unknown,26,may,2,-1,0,unknown
466,49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,3,175,2,other
467,30,admin.,single,secondary,no,1282,yes,no,cellular,6,may,3,356,2,other
468,44,management,married,primary,no,5418,yes,yes,cellular,29,jan,1,185,5,failure
469,39,services,married,primary,no,1601,yes,no,cellular,21,nov,2,182,2,failure
470,42,technician,married,secondary,no,5,no,no,cellular,21,aug,2,-1,0,unknown
471,45,management,single,tertiary,no,16,no,no,cellular,18,nov,1,110,2,failure
472,33,admin.,married,secondary,no,920,no,no,cellular,13,aug,1,105,1,success
473,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,1,249,2,failure
474,31,management,single,tertiary,no,548,yes,no,unknown,16,may,4,-1,0,unknown
475,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,1,-1,0,unknown
476,40,admin.,single,secondary,no,0,yes,no,cellular,18,nov,1,-1,0,unknown
477,29,blue-collar,single,secondary,no,43,no,no,cellular,7,may,1,353,1,failure
478,44,technician,single,secondary,no,196,yes,no,cellular,6,feb,3,-1,0,unknown
479,28,management,single,tertiary,no,150,yes,no,unknown,8,may,1,-1,0,unknown
480,46,housemaid,divorced,primary,no,2291,no,no,unknown,17,jun,1,-1,0,unknown
481,47,technician,divorced,secondary,no,431,no,yes,unknown,17,jun,9,-1,0,unknown
482,48,blue-collar,married,primary,no,418,yes,no,unknown,9,may,3,-1,0,unknown
483,60,management,married,tertiary,no,3824,no,no,cellular,1,jun,3,-1,0,unknown
484,53,services,married,primary,no,171,yes,yes,cellular,5,may,4,167,6,other
485,49,technician,divorced,tertiary,no,1807,yes,no,cellular,2,jun,1,82,1,success
486,39,blue-collar,married,secondary,no,94,yes,yes,cellular,19,nov,1,-1,0,unknown
487,37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,6,-1,0,unknown
488,31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,1,-1,0,unknown
489,51,technician,married,secondary,no,1327,no,no,cellular,7,jul,2,-1,0,unknown
490,46,management,single,tertiary,no,2044,no,no,telephone,4,feb,1,-1,0,unknown
491,59,retired,divorced,tertiary,no,381,yes,no,unknown,8,may,4,-1,0,unknown
492,44,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,1,-1,0,unknown
493,45,technician,married,primary,no,-63,yes,no,cellular,20,apr,5,-1,0,unknown
494,40,management,married,secondary,no,1251,yes,no,cellular,5,aug,1,-1,0,unknown
495,42,management,married,tertiary,no,559,no,no,cellular,19,aug,1,-1,0,unknown
496,23,blue-collar,single,primary,no,382,no,no,cellular,15,jun,1,108,1,other
497,37,technician,married,secondary,no,0,yes,no,unknown,23,may,6,-1,0,unknown
498,31,admin.,single,tertiary,no,0,yes,yes,unknown,23,may,1,-1,0,unknown
499,28,entrepreneur,married,secondary,no,490,yes,no,cellular,17,apr,1,316,3,other
500,36,admin.,married,secondary,no,0,no,no,unknown,21,may,1,-1,0,unknown
501,55,entrepreneur,divorced,tertiary,no,1119,no,no,unknown,29,may,1,-1,0,unknown
502,56,management,divorced,tertiary,no,66,no,yes,cellular,30,jul,4,-1,0,unknown
503,35,blue-collar,single,secondary,no,1017,no,no,unknown,6,jun,2,-1,0,unknown
504,32,housemaid,married,secondary,no,30,yes,no,cellular,17,apr,5,-1,0,unknown
505,27,admin.,single,secondary,no,110,yes,no,unknown,28,may,1,-1,0,unknown
506,32,management,single,tertiary,no,1756,yes,no,unknown,21,may,3,-1,0,unknown
507,32,admin.,married,tertiary,no,1019,yes,no,cellular,20,nov,2,-1,0,unknown
508,29,blue-collar,married,primary,no,149,yes,no,cellular,15,may,2,-1,0,unknown
509,33,technician,single,tertiary,no,390,yes,no,cellular,3,feb,1,256,1,failure
510,48,services,single,primary,no,204,yes,no,cellular,22,jul,1,-1,0,unknown
511,35,technician,married,secondary,no,-360,yes,no,cellular,21,jul,1,-1,0,unknown
512,43,blue-collar,married,primary,no,-181,yes,no,cellular,17,apr,1,337,3,failure
513,37,technician,married,secondary,no,1047,yes,yes,unknown,12,may,1,-1,0,unknown
514,34,admin.,divorced,secondary,no,-220,yes,yes,unknown,12,may,4,-1,0,unknown
515,40,technician,married,primary,no,6110,yes,no,unknown,16,may,1,-1,0,unknown
516,46,entrepreneur,married,tertiary,no,341,no,no,unknown,19,jun,2,-1,0,unknown
517,45,blue-collar,married,secondary,no,3037,no,no,unknown,16,jun,2,-1,0,unknown
518,35,technician,married,tertiary,no,0,yes,yes,cellular,21,nov,1,-1,0,unknown
519,31,services,married,secondary,no,-214,yes,no,unknown,27,may,1,-1,0,unknown
520,30,management,single,tertiary,no,1456,yes,no,cellular,20,nov,1,-1,0,unknown
521,41,management,married,secondary,no,41,yes,no,cellular,8,may,2,364,6,other
522,60,self-employed,married,tertiary,no,3,no,no,cellular,18,aug,2,-1,0,unknown
523,42,technician,married,secondary,no,439,no,no,cellular,20,aug,2,-1,0,unknown
524,55,management,divorced,tertiary,no,5399,no,yes,cellular,30,apr,1,28,3,failure
525,28,blue-collar,married,primary,no,420,no,yes,telephone,8,jul,3,-1,0,unknown
526,44,blue-collar,married,secondary,no,129,yes,yes,unknown,5,may,2,-1,0,unknown
527,30,self-employed,married,unknown,no,1712,no,no,cellular,29,jan,3,190,2,failure
528,53,unknown,married,unknown,no,1347,no,no,unknown,5,jun,2,-1,0,unknown
529,58,retired,married,secondary,no,100,yes,no,cellular,11,jul,2,-1,0,unknown
530,23,admin.,single,secondary,no,21,yes,yes,cellular,14,may,3,-1,0,unknown
531,45,blue-collar,divorced,secondary,no,1269,yes,no,cellular,29,jan,2,-1,0,unknown
532,38,housemaid,divorced,secondary,no,216,no,no,cellular,7,jul,3,-1,0,unknown
533,48,technician,married,secondary,no,127,no,yes,cellular,7,aug,5,-1,0,unknown
534,35,technician,single,tertiary,no,272,no,no,cellular,11,aug,2,-1,0,unknown
535,30,admin.,single,tertiary,no,-396,yes,no,unknown,9,may,2,-1,0,unknown
536,47,blue-collar,married,secondary,no,1536,yes,no,cellular,17,apr,1,301,4,other
537,41,unemployed,divorced,primary,no,487,no,no,cellular,30,apr,1,-1,0,unknown
538,39,services,married,secondary,no,2040,yes,no,cellular,12,may,6,-1,0,unknown
539,55,self-employed,married,secondary,no,12159,yes,no,cellular,20,nov,2,174,2,failure
540,36,admin.,married,secondary,no,746,yes,no,cellular,17,nov,3,-1,0,unknown
541,30,services,divorced,secondary,no,1016,yes,no,unknown,29,may,1,-1,0,unknown
542,38,blue-collar,married,primary,no,6091,no,no,unknown,17,jun,1,-1,0,unknown
543,47,services,married,secondary,no,49,yes,no,cellular,18,may,4,-1,0,unknown
544,52,technician,married,unknown,no,9687,yes,no,cellular,19,nov,3,174,1,failure
545,33,management,single,tertiary,no,896,yes,no,cellular,19,nov,1,-1,0,unknown
546,35,blue-collar,married,secondary,no,474,yes,no,unknown,19,may,3,-1,0,unknown
547,44,technician,married,secondary,no,358,no,no,unknown,5,jun,1,-1,0,unknown
548,32,technician,single,secondary,no,0,yes,no,unknown,5,may,1,-1,0,unknown
549,46,technician,divorced,secondary,no,3455,yes,no,cellular,20,nov,4,190,2,failure
550,42,blue-collar,married,unknown,no,8600,no,no,unknown,11,jun,9,-1,0,unknown
551,43,services,divorced,secondary,no,-145,yes,no,cellular,28,jul,3,-1,0,unknown
552,40,blue-collar,married,primary,no,106,yes,no,cellular,12,may,1,370,1,failure
553,60,retired,married,primary,no,894,yes,no,unknown,15,may,7,-1,0,unknown
554,59,management,married,tertiary,no,3779,no,no,cellular,18,aug,3,-1,0,unknown
555,40,services,single,secondary,no,1547,yes,no,cellular,12,may,2,173,1,success
556,38,blue-collar,married,secondary,no,0,no,no,unknown,5,jun,1,-1,0,unknown
557,60,housemaid,married,secondary,no,1211,no,no,telephone,18,aug,2,-1,0,unknown
558,53,blue-collar,married,secondary,no,314,yes,no,unknown,28,may,2,-1,0,unknown
559,27,admin.,married,secondary,no,1033,yes,no,unknown,9,may,1,-1,0,unknown
560,35,management,married,secondary,no,1825,yes,no,unknown,2,jun,1,-1,0,unknown
561,44,blue-collar,married,secondary,no,1,yes,no,unknown,7,may,2,-1,0,unknown
562,35,management,married,tertiary,no,1511,yes,no,cellular,12,aug,4,-1,0,unknown
563,24,admin.,married,secondary,no,-94,yes,no,cellular,15,may,1,-1,0,unknown
564,41,services,divorced,secondary,no,2769,yes,no,unknown,18,jun,3,-1,0,unknown
565,22,student,single,primary,no,110,yes,no,cellular,18,may,2,-1,0,unknown
566,29,technician,married,tertiary,no,-983,yes,yes,cellular,31,jul,2,-1,0,unknown
567,41,admin.,divorced,tertiary,no,-298,yes,no,cellular,5,may,1,-1,0,unknown
568,42,blue-collar,divorced,primary,no,1278,no,no,cellular,29,jul,4,-1,0,unknown
569,41,blue-collar,divorced,primary,no,1563,yes,no,unknown,15,may,1,-1,0,unknown
570,42,services,married,secondary,no,2993,yes,no,unknown,19,may,2,-1,0,unknown
571,27,student,single,secondary,no,1177,no,no,cellular,3,mar,1,-1,0,unknown
572,37,technician,married,secondary,no,1309,yes,no,cellular,28,aug,4,-1,0,unknown
573,26,blue-collar,single,tertiary,no,1527,no,no,cellular,5,feb,1,-1,0,unknown
574,42,management,married,secondary,no,0,no,no,unknown,7,may,4,-1,0,unknown
575,34,technician,single,tertiary,no,482,yes,no,cellular,20,apr,3,-1,0,unknown
576,49,services,married,secondary,no,4697,yes,no,cellular,31,jul,1,-1,0,unknown
577,41,management,single,tertiary,no,120,no,yes,cellular,24,mar,1,49,3,other
578,32,management,divorced,tertiary,no,1486,yes,no,cellular,21,jul,2,-1,0,unknown
579,36,services,single,secondary,no,328,yes,no,cellular,13,may,3,-1,0,unknown
580,33,management,single,tertiary,no,71,no,no,cellular,22,aug,6,-1,0,unknown
581,47,services,married,secondary,no,795,yes,no,unknown,29,may,3,-1,0,unknown
582,45,technician,divorced,secondary,no,982,yes,no,cellular,17,aug,2,454,3,success
583,26,management,single,tertiary,no,141,no,no,cellular,12,aug,2,-1,0,unknown
584,57,services,single,secondary,no,2236,yes,no,telephone,20,nov,8,190,2,failure
585,55,services,married,secondary,no,-31,no,yes,cellular,13,aug,2,-1,0,unknown
586,55,technician,married,unknown,no,4746,yes,no,unknown,23,may,3,-1,0,unknown
587,52,self-employed,married,secondary,no,1066,yes,no,unknown,16,may,3,-1,0,unknown
588,27,management,single,tertiary,no,498,yes,no,cellular,12,may,1,369,3,failure
589,37,blue-collar,married,secondary,no,1053,no,no,unknown,16,jun,3,-1,0,unknown
590,23,student,single,secondary,no,922,no,no,cellular,1,sep,5,99,3,other
591,39,blue-collar,married,primary,no,119,yes,no,cellular,21,nov,2,-1,0,unknown
592,48,services,married,primary,yes,-583,yes,no,unknown,2,jun,7,-1,0,unknown
593,34,technician,married,secondary,no,0,no,no,cellular,28,aug,13,-1,0,unknown
594,46,blue-collar,married,primary,no,809,no,no,cellular,4,aug,1,-1,0,unknown
595,37,blue-collar,single,secondary,no,263,no,no,cellular,11,jul,2,-1,0,unknown
596,46,admin.,single,secondary,no,533,no,no,cellular,22,may,1,-1,0,unknown
597,42,self-employed,married,tertiary,no,5,yes,no,unknown,13,may,1,-1,0,unknown
598,44,blue-collar,married,primary,no,1139,no,yes,cellular,8,jul,2,-1,0,unknown
599,38,admin.,single,secondary,no,648,yes,no,cellular,6,feb,2,-1,0,unknown
600,33,management,married,tertiary,no,349,yes,yes,cellular,28,jul,3,-1,0,unknown
601,37,blue-collar,divorced,secondary,no,277,no,yes,cellular,8,jul,2,-1,0,unknown
602,29,blue-collar,married,secondary,no,1175,yes,yes,cellular,30,jul,4,-1,0,unknown
603,51,blue-collar,married,secondary,no,-237,yes,yes,cellular,20,apr,3,320,2,other
604,36,services,single,secondary,no,248,yes,no,unknown,7,may,2,-1,0,unknown
605,60,housemaid,married,primary,no,211,no,no,cellular,21,aug,1,-1,0,unknown
606,54,admin.,married,unknown,no,3965,yes,no,unknown,15,may,2,-1,0,unknown
607,31,technician,married,secondary,no,169,yes,no,unknown,27,may,1,-1,0,unknown
608,39,management,married,tertiary,no,53,yes,no,cellular,29,oct,1,-1,0,unknown
609,41,admin.,married,tertiary,no,96,yes,no,cellular,28,jul,7,-1,0,unknown
610,40,management,single,tertiary,no,0,yes,no,cellular,26,aug,16,-1,0,unknown
611,38,technician,single,secondary,no,145,yes,no,unknown,27,may,2,-1,0,unknown
612,29,services,single,secondary,no,-142,yes,no,unknown,16,may,1,-1,0,unknown
613,37,self-employed,single,tertiary,no,1116,no,no,unknown,17,jun,1,-1,0,unknown
614,33,management,married,tertiary,no,403,yes,no,unknown,26,may,2,-1,0,unknown
615,28,technician,single,secondary,no,441,no,yes,cellular,9,jul,2,-1,0,unknown
616,44,admin.,divorced,secondary,no,49,yes,no,cellular,6,may,2,-1,0,unknown
617,37,management,married,tertiary,no,547,yes,yes,unknown,21,may,1,-1,0,unknown
618,29,student,single,secondary,no,510,yes,no,unknown,9,may,6,-1,0,unknown
619,41,admin.,married,tertiary,no,5426,yes,no,unknown,14,may,2,-1,0,unknown
620,36,housemaid,married,tertiary,yes,-1941,yes,no,unknown,16,jun,1,-1,0,unknown
621,29,technician,single,tertiary,no,354,yes,no,unknown,26,may,1,-1,0,unknown
622,40,blue-collar,married,secondary,no,299,yes,no,cellular,15,jul,4,-1,0,unknown
623,40,technician,divorced,secondary,no,93,no,no,cellular,2,feb,2,-1,0,unknown
624,30,blue-collar,divorced,secondary,no,292,yes,no,cellular,7,may,1,335,5,other
625,39,technician,single,secondary,no,822,yes,yes,unknown,29,may,3,-1,0,unknown
626,26,services,married,secondary,no,0,yes,no,cellular,18,may,4,-1,0,unknown
627,51,blue-collar,married,primary,no,1164,yes,no,cellular,12,may,1,369,2,failure
628,49,technician,married,secondary,no,177,yes,yes,cellular,28,jan,1,204,1,failure
629,45,blue-collar,married,secondary,no,1583,yes,no,cellular,7,aug,7,-1,0,unknown
630,45,self-employed,married,secondary,no,830,no,no,cellular,19,nov,1,111,2,failure
631,33,management,single,tertiary,no,5437,no,no,cellular,10,aug,1,98,2,success
632,45,admin.,married,secondary,no,0,yes,no,cellular,18,nov,5,-1,0,unknown
633,42,services,married,secondary,no,-246,yes,no,unknown,7,may,1,-1,0,unknown
634,26,admin.,single,secondary,no,483,yes,no,cellular,18,may,2,-1,0,unknown
635,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1,-1,0,unknown
636,30,blue-collar,married,primary,no,-518,yes,yes,unknown,28,may,6,-1,0,unknown
637,50,services,married,secondary,no,1126,no,no,cellular,4,aug,1,-1,0,unknown
638,30,services,single,secondary,no,9,no,yes,cellular,29,jan,2,205,2,failure
639,30,unemployed,divorced,tertiary,no,1718,yes,no,cellular,21,nov,4,126,2,failure
640,48,blue-collar,married,primary,no,2519,no,no,telephone,22,aug,5,-1,0,unknown
641,39,services,divorced,secondary,no,-152,yes,no,cellular,3,apr,3,-1,0,unknown
642,32,technician,single,tertiary,no,1012,no,no,cellular,14,apr,1,-1,0,unknown
643,32,technician,single,unknown,no,-170,no,no,unknown,6,may,1,-1,0,unknown
644,31,blue-collar,single,secondary,no,75,yes,no,unknown,19,may,1,-1,0,unknown
645,41,blue-collar,married,secondary,no,750,yes,no,cellular,31,jul,2,-1,0,unknown
646,36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,5,-1,0,unknown
647,35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,8,-1,0,unknown
648,31,technician,single,tertiary,no,56,no,no,unknown,15,may,3,-1,0,unknown
649,34,technician,divorced,secondary,no,0,yes,yes,cellular,18,aug,16,-1,0,unknown
