,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,term_deposit
699,40,management,married,tertiary,no,1598,yes,yes,cellular,6,may,4,344,3,failure,yes
700,25,self-employed,single,unknown,no,1179,no,no,cellular,17,aug,1,83,2,failure,no
701,46,management,married,secondary,no,174,yes,no,cellular,8,may,1,-1,0,unknown,no
702,34,management,married,tertiary,no,396,no,yes,cellular,19,aug,3,-1,0,unknown,no
703,50,management,married,tertiary,no,938,no,no,cellular,30,apr,1,-1,0,unknown,yes
704,23,technician,single,secondary,no,598,no,no,cellular,11,nov,1,195,1,failure,yes
705,53,management,divorced,tertiary,no,2152,no,no,cellular,13,feb,3,-1,0,unknown,yes
706,24,blue-collar,single,secondary,no,167,no,yes,cellular,18,feb,2,-1,0,unknown,yes
707,34,management,single,tertiary,no,3821,yes,no,cellular,13,may,2,-1,0,unknown,yes
708,44,self-employed,married,tertiary,no,425,no,no,unknown,6,jun,1,-1,0,unknown,no
709,35,management,married,tertiary,no,94,yes,no,unknown,17,nov,1,-1,0,unknown,no
710,40,management,married,tertiary,no,481,yes,no,unknown,28,may,2,-1,0,unknown,no
711,47,admin.,married,secondary,no,84,no,no,telephone,29,aug,3,-1,0,unknown,no
712,46,management,married,tertiary,no,0,yes,no,cellular,1,jun,2,-1,0,unknown,no
713,34,technician,single,secondary,no,52,no,no,cellular,19,aug,4,-1,0,unknown,no
714,25,management,single,tertiary,no,3,yes,yes,cellular,16,apr,1,-1,0,unknown,yes
715,43,self-employed,married,primary,no,0,yes,no,telephone,30,oct,1,-1,0,unknown,no
716,30,admin.,married,secondary,no,4457,yes,no,cellular,21,nov,4,-1,0,unknown,yes
717,55,blue-collar,married,secondary,no,12401,no,no,telephone,5,nov,9,511,4,other,no
718,44,management,married,tertiary,no,226,yes,no,cellular,14,aug,3,270,3,failure,yes
719,57,retired,married,secondary,no,1044,no,no,telephone,11,jan,1,192,2,success,yes
720,32,blue-collar,married,primary,no,4,yes,no,unknown,26,may,5,-1,0,unknown,no
721,40,admin.,married,secondary,no,523,yes,yes,unknown,8,may,3,-1,0,unknown,no
722,34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,1,56,1,other,yes
723,43,management,married,primary,no,8167,yes,no,unknown,19,may,2,-1,0,unknown,no
724,34,services,married,secondary,no,2956,no,no,cellular,6,aug,2,-1,0,unknown,yes
725,52,management,married,tertiary,no,7192,no,no,cellular,4,aug,1,-1,0,unknown,yes
726,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,1,-1,0,unknown,yes
727,24,student,single,secondary,no,597,yes,no,cellular,20,apr,3,-1,0,unknown,yes
728,45,management,married,tertiary,no,0,yes,no,cellular,5,may,2,342,1,failure,no
729,24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,1,-1,0,unknown,yes
730,46,admin.,married,secondary,no,660,no,no,cellular,6,aug,2,-1,0,unknown,yes
731,80,retired,married,primary,no,1021,no,no,telephone,26,feb,1,-1,0,unknown,no
732,47,management,single,tertiary,no,86,no,no,cellular,5,aug,1,97,4,success,yes
733,40,blue-collar,divorced,secondary,no,973,no,no,cellular,14,may,1,-1,0,unknown,yes
734,29,management,single,tertiary,no,265,no,no,cellular,22,may,1,-1,0,unknown,yes
735,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,1,-1,0,unknown,yes
736,53,blue-collar,married,primary,no,3316,yes,no,unknown,23,may,6,-1,0,unknown,no
737,35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,2,141,3,failure,yes
738,46,blue-collar,married,secondary,no,1352,yes,no,cellular,6,feb,1,-1,0,unknown,no
739,35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,1,-1,0,unknown,yes
740,37,technician,single,secondary,no,1012,yes,no,cellular,20,apr,4,-1,0,unknown,no
741,37,management,married,tertiary,no,2951,no,no,cellular,21,nov,3,-1,0,unknown,no
742,40,management,married,tertiary,no,1308,no,no,telephone,3,feb,2,-1,0,unknown,yes
743,34,blue-collar,married,primary,no,-204,yes,no,cellular,14,may,6,-1,0,unknown,no
744,56,retired,married,tertiary,no,478,no,no,cellular,5,feb,1,-1,0,unknown,no
745,27,blue-collar,married,secondary,no,411,yes,yes,unknown,27,may,1,-1,0,unknown,no
746,35,blue-collar,married,secondary,no,860,yes,no,unknown,5,jun,4,-1,0,unknown,yes
747,45,technician,married,tertiary,no,-525,no,yes,cellular,21,nov,2,-1,0,unknown,yes
748,39,services,married,tertiary,no,1493,no,no,cellular,9,feb,3,-1,0,unknown,yes
749,35,blue-collar,single,unknown,no,217,yes,no,cellular,30,jul,11,-1,0,unknown,no
750,57,management,divorced,unknown,no,0,no,no,unknown,16,jun,3,-1,0,unknown,no
751,41,management,single,secondary,no,3234,yes,no,cellular,30,jan,1,-1,0,unknown,yes
752,47,unemployed,married,secondary,no,3533,yes,no,cellular,20,nov,1,100,2,failure,no
753,33,blue-collar,married,primary,no,240,yes,no,unknown,21,may,3,-1,0,unknown,no
754,40,blue-collar,married,unknown,no,222,yes,no,unknown,20,may,8,-1,0,unknown,no
755,51,blue-collar,married,secondary,no,548,no,no,cellular,22,aug,4,-1,0,unknown,no
756,55,admin.,married,secondary,no,602,no,no,cellular,7,sep,1,98,5,success,yes
757,41,blue-collar,divorced,primary,no,138,yes,no,cellular,18,jul,3,-1,0,unknown,yes
758,28,self-employed,single,tertiary,no,805,no,no,cellular,16,feb,1,-1,0,unknown,yes
759,36,blue-collar,single,unknown,no,2054,no,no,unknown,9,jun,1,-1,0,unknown,no
760,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,2,-1,0,unknown,yes
761,32,technician,single,secondary,no,483,no,no,cellular,8,aug,3,-1,0,unknown,yes
762,43,management,divorced,tertiary,no,0,no,no,cellular,9,jul,1,-1,0,unknown,no
763,35,technician,married,secondary,no,2,no,no,telephone,28,jan,3,-1,0,unknown,no
764,32,self-employed,married,secondary,no,514,yes,no,cellular,11,jul,1,-1,0,unknown,yes
765,55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,1,-1,0,unknown,yes
766,32,blue-collar,married,secondary,no,931,yes,no,unknown,3,jun,1,-1,0,unknown,no
767,21,student,single,tertiary,no,1258,no,no,cellular,7,jul,1,-1,0,unknown,no
768,33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,1,-1,0,unknown,yes
769,53,blue-collar,married,primary,no,880,no,no,cellular,31,jul,4,-1,0,unknown,no
770,43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,jul,4,-1,0,unknown,no
771,41,self-employed,single,tertiary,no,1081,no,no,cellular,27,may,3,-1,0,unknown,yes
772,36,technician,single,secondary,no,539,yes,no,cellular,27,aug,2,477,1,failure,yes
773,30,unemployed,married,secondary,no,142,yes,no,unknown,20,may,4,-1,0,unknown,no
774,38,management,married,tertiary,no,1074,no,no,cellular,8,aug,8,-1,0,unknown,no
775,27,technician,single,tertiary,no,11862,no,no,telephone,25,may,5,101,1,success,no
776,57,retired,single,tertiary,no,842,no,no,cellular,13,aug,3,-1,0,unknown,yes
777,26,management,single,tertiary,no,943,no,no,cellular,11,nov,1,195,1,success,yes
778,29,student,single,unknown,no,7585,no,no,telephone,17,aug,1,-1,0,unknown,no
779,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,jun,2,391,3,failure,yes
780,40,blue-collar,married,primary,no,117,yes,no,unknown,19,jun,3,-1,0,unknown,no
781,36,management,single,tertiary,no,3850,yes,no,cellular,12,aug,2,100,4,failure,yes
782,45,technician,married,tertiary,no,265,no,no,cellular,28,aug,3,-1,0,unknown,no
783,71,retired,married,primary,no,4657,no,no,cellular,16,feb,5,-1,0,unknown,yes
784,59,management,single,secondary,no,671,yes,yes,cellular,29,jan,2,259,5,failure,no
785,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,1,-1,0,unknown,yes
786,56,technician,married,tertiary,no,73,no,no,cellular,21,aug,4,-1,0,unknown,yes
787,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,2,-1,0,unknown,yes
788,39,blue-collar,married,primary,no,4166,no,no,unknown,16,jun,3,-1,0,unknown,no
789,37,admin.,married,tertiary,no,1995,yes,no,cellular,11,aug,2,-1,0,unknown,no
790,59,admin.,married,secondary,no,106,no,no,cellular,22,may,1,-1,0,unknown,yes
791,76,retired,married,primary,no,3324,no,no,cellular,13,aug,2,192,1,failure,yes
792,49,management,single,tertiary,no,163,yes,no,cellular,30,jan,2,269,3,failure,no
793,29,services,single,primary,no,339,no,no,unknown,4,jul,3,-1,0,unknown,yes
794,38,admin.,divorced,secondary,no,308,yes,no,cellular,4,feb,1,274,1,failure,no
795,44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,1,92,1,success,yes
796,53,admin.,married,secondary,no,10541,no,no,cellular,9,nov,1,-1,0,unknown,yes
797,47,management,married,secondary,no,21,yes,no,cellular,18,nov,2,-1,0,unknown,no
798,54,self-employed,married,secondary,no,745,no,yes,cellular,25,aug,6,-1,0,unknown,no
799,60,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,3,-1,0,unknown,no
800,35,blue-collar,married,secondary,no,360,yes,no,telephone,20,apr,1,152,3,failure,no
801,58,technician,married,tertiary,no,289,no,no,telephone,21,nov,2,-1,0,unknown,no
802,38,self-employed,married,tertiary,no,327,yes,no,cellular,6,may,2,-1,0,unknown,no
803,46,blue-collar,married,primary,no,977,no,yes,telephone,2,feb,3,-1,0,unknown,yes
804,36,management,married,tertiary,no,532,yes,no,cellular,14,may,1,-1,0,unknown,no
805,29,management,married,tertiary,no,877,no,no,cellular,3,feb,3,-1,0,unknown,no
806,39,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,1,-1,0,unknown,yes
807,35,management,single,tertiary,no,62,yes,no,cellular,20,apr,3,-1,0,unknown,yes
808,42,services,single,tertiary,no,94,yes,no,cellular,11,aug,2,90,4,failure,yes
809,29,technician,single,secondary,no,674,no,no,cellular,17,apr,5,-1,0,unknown,yes
810,54,retired,married,primary,no,11,yes,yes,cellular,18,aug,10,-1,0,unknown,no
811,28,admin.,married,secondary,no,6429,yes,yes,unknown,27,may,2,-1,0,unknown,no
812,61,retired,married,secondary,no,313,no,yes,unknown,3,jul,1,-1,0,unknown,no
813,23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,1,-1,0,unknown,yes
814,59,management,married,tertiary,no,2365,no,yes,telephone,25,jul,4,-1,0,unknown,no
815,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,1,107,2,other,yes
816,27,technician,married,secondary,no,806,yes,no,cellular,14,may,2,332,21,failure,no
817,47,blue-collar,married,secondary,no,182,yes,no,telephone,10,jul,1,-1,0,unknown,yes
818,32,student,single,tertiary,no,1138,no,no,cellular,4,may,3,83,3,success,yes
819,39,management,married,tertiary,no,0,no,no,cellular,29,aug,2,-1,0,unknown,no
820,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1,246,4,failure,yes
821,32,services,married,secondary,no,914,no,no,cellular,15,jun,1,-1,0,unknown,yes
822,24,services,single,tertiary,no,1385,yes,no,unknown,28,may,2,-1,0,unknown,no
823,34,admin.,married,tertiary,no,142,yes,no,cellular,13,may,1,-1,0,unknown,yes
824,43,services,married,primary,no,2557,yes,no,telephone,15,apr,2,327,3,failure,yes
825,35,services,married,secondary,no,63,no,yes,cellular,10,jul,4,-1,0,unknown,no
826,45,blue-collar,married,secondary,no,726,yes,no,cellular,31,jul,6,-1,0,unknown,no
827,50,management,married,tertiary,no,19447,yes,yes,cellular,21,nov,1,-1,0,unknown,no
828,57,management,married,tertiary,no,0,yes,no,unknown,14,may,1,-1,0,unknown,no
829,56,management,married,tertiary,no,616,no,no,cellular,30,apr,1,83,1,success,yes
830,31,blue-collar,married,secondary,no,1406,yes,yes,cellular,13,apr,2,-1,0,unknown,yes
831,40,student,single,secondary,no,595,yes,no,cellular,3,jun,2,-1,0,unknown,yes
832,37,management,married,tertiary,no,3794,no,no,cellular,18,aug,1,379,1,failure,no
833,47,admin.,single,secondary,no,3696,no,no,cellular,12,jan,4,-1,0,unknown,yes
834,29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,3,-1,0,unknown,yes
835,46,admin.,divorced,secondary,no,2232,no,no,cellular,13,feb,1,-1,0,unknown,yes
836,43,technician,single,secondary,no,451,no,no,cellular,12,aug,2,-1,0,unknown,yes
837,36,unemployed,single,tertiary,no,1291,no,no,cellular,3,feb,1,-1,0,unknown,yes
838,37,admin.,divorced,secondary,yes,-302,no,no,unknown,17,jun,3,-1,0,unknown,no
839,43,management,married,tertiary,no,21510,no,no,cellular,8,aug,2,-1,0,unknown,no
840,76,retired,married,primary,no,3324,no,no,cellular,13,nov,1,92,3,success,yes
841,34,admin.,married,secondary,no,641,yes,yes,unknown,16,may,1,-1,0,unknown,no
842,77,retired,divorced,secondary,no,0,no,no,cellular,25,sep,1,-1,0,unknown,yes
843,31,unknown,married,secondary,no,111,no,no,cellular,21,nov,2,93,2,failure,yes
844,47,management,married,tertiary,no,3663,no,no,cellular,29,oct,2,213,3,success,yes
845,44,unemployed,single,unknown,no,3938,yes,no,cellular,21,nov,1,-1,0,unknown,no
846,51,management,married,tertiary,no,4917,no,no,cellular,23,apr,1,-1,0,unknown,yes
847,40,entrepreneur,divorced,secondary,no,2998,yes,no,cellular,18,jul,3,-1,0,unknown,yes
848,54,technician,single,tertiary,no,467,yes,no,cellular,18,jul,3,-1,0,unknown,yes
849,32,management,married,tertiary,no,169,no,no,telephone,14,aug,2,-1,0,unknown,yes
850,28,management,single,tertiary,no,3796,no,no,cellular,8,jul,2,-1,0,unknown,yes
851,31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,2,97,6,success,yes
852,37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,2,-1,0,unknown,yes
853,52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,1,-1,0,unknown,yes
854,46,unemployed,single,tertiary,no,1808,no,no,cellular,21,nov,1,-1,0,unknown,no
855,41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,3,387,2,failure,yes
856,58,admin.,married,unknown,no,4318,no,no,unknown,5,jun,2,-1,0,unknown,no
857,32,technician,married,tertiary,no,2688,no,no,cellular,14,oct,1,57,1,failure,yes
858,34,admin.,divorced,secondary,no,-75,no,no,cellular,3,feb,1,-1,0,unknown,no
859,53,blue-collar,single,secondary,no,2430,yes,yes,cellular,19,nov,2,145,3,failure,no
860,35,blue-collar,married,primary,no,2953,yes,no,telephone,6,may,2,-1,0,unknown,no
861,35,admin.,married,secondary,no,1,yes,no,cellular,9,jul,1,-1,0,unknown,no
862,37,management,married,secondary,no,-499,yes,no,cellular,21,nov,3,-1,0,unknown,no
863,35,management,single,tertiary,no,12,no,no,cellular,7,jul,1,-1,0,unknown,no
864,40,blue-collar,married,secondary,no,1954,no,no,cellular,31,jul,2,-1,0,unknown,yes
865,26,blue-collar,single,tertiary,no,644,no,no,cellular,2,dec,1,-1,0,unknown,yes
866,57,admin.,married,secondary,no,2,no,no,telephone,10,jul,2,-1,0,unknown,no
867,37,technician,married,tertiary,no,247,no,no,cellular,20,aug,6,-1,0,unknown,yes
868,30,entrepreneur,married,primary,no,2686,yes,no,cellular,15,jul,3,-1,0,unknown,yes
869,40,blue-collar,married,secondary,no,877,yes,no,unknown,20,may,6,-1,0,unknown,no
870,44,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,3,-1,0,unknown,no
871,36,services,married,secondary,no,526,yes,no,cellular,17,apr,2,324,1,other,no
872,52,technician,married,secondary,no,5006,yes,no,unknown,15,may,1,-1,0,unknown,no
873,35,blue-collar,married,unknown,no,4822,yes,no,unknown,20,may,2,-1,0,unknown,yes
874,71,retired,married,secondary,no,2850,no,no,cellular,17,feb,1,-1,0,unknown,yes
875,35,management,single,tertiary,no,478,yes,no,cellular,14,may,1,265,2,failure,no
876,31,housemaid,married,primary,no,25,no,no,cellular,21,aug,5,-1,0,unknown,no
877,32,technician,single,tertiary,no,654,yes,no,cellular,25,may,4,-1,0,unknown,yes
878,30,services,married,secondary,no,78,yes,no,cellular,6,may,1,-1,0,unknown,no
879,42,services,married,secondary,no,-1,yes,no,cellular,8,jul,2,-1,0,unknown,no
880,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,3,-1,0,unknown,yes
881,32,admin.,married,secondary,no,35,no,no,cellular,17,dec,3,126,3,success,yes
882,32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,1,-1,0,unknown,yes
883,31,blue-collar,single,secondary,no,25,no,no,cellular,4,feb,1,-1,0,unknown,no
884,30,management,married,tertiary,no,27,yes,no,cellular,12,jun,2,319,2,other,no
885,39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,2,-1,0,unknown,yes
886,43,technician,married,tertiary,no,5145,no,no,cellular,7,aug,7,-1,0,unknown,no
887,30,technician,single,secondary,no,317,yes,no,unknown,12,may,6,-1,0,unknown,no
888,34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,1,-1,0,unknown,no
889,36,admin.,divorced,tertiary,no,4708,no,no,cellular,3,dec,1,171,1,failure,yes
890,38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,1,-1,0,unknown,no
891,31,management,single,tertiary,no,86,no,no,cellular,12,aug,4,-1,0,unknown,no
892,53,self-employed,divorced,tertiary,no,8,no,no,cellular,28,jan,3,-1,0,unknown,no
893,38,blue-collar,single,secondary,no,0,no,no,cellular,27,oct,1,75,3,failure,yes
894,57,technician,married,unknown,no,345,yes,no,unknown,6,may,1,-1,0,unknown,no
895,44,entrepreneur,married,secondary,no,93,no,no,cellular,7,jul,2,-1,0,unknown,no
896,50,services,married,secondary,no,1687,no,no,cellular,19,aug,5,-1,0,unknown,no
897,33,blue-collar,married,primary,no,2,yes,yes,unknown,12,may,2,-1,0,unknown,no
898,54,blue-collar,married,secondary,no,-69,yes,no,unknown,26,may,2,-1,0,unknown,no
899,49,services,divorced,secondary,no,947,no,no,unknown,20,jun,2,-1,0,unknown,yes
900,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,2,84,8,success,yes
901,62,management,married,tertiary,no,7458,no,no,cellular,30,oct,2,-1,0,unknown,yes
902,35,management,married,tertiary,no,94,no,no,cellular,22,aug,3,-1,0,unknown,no
903,45,self-employed,married,tertiary,no,0,yes,yes,cellular,15,jul,4,-1,0,unknown,no
904,57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,2,-1,0,unknown,yes
905,50,technician,married,secondary,no,0,yes,no,cellular,6,may,1,356,1,other,no
906,18,student,single,unknown,no,108,no,no,cellular,8,sep,1,-1,0,unknown,yes
907,42,management,married,tertiary,no,744,no,no,unknown,6,may,1,-1,0,unknown,no
908,41,management,married,tertiary,no,65,yes,no,unknown,6,may,2,-1,0,unknown,no
909,30,management,divorced,tertiary,no,46,no,no,cellular,13,aug,3,-1,0,unknown,no
910,26,admin.,single,tertiary,no,313,no,yes,cellular,26,feb,2,-1,0,unknown,yes
911,53,blue-collar,married,primary,no,343,yes,no,cellular,25,jul,5,-1,0,unknown,yes
912,57,technician,married,secondary,no,6362,yes,yes,cellular,18,nov,1,-1,0,unknown,no
913,55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,1,-1,0,unknown,yes
914,24,services,single,unknown,no,2022,no,no,cellular,23,apr,4,-1,0,unknown,yes
915,41,services,married,unknown,no,1538,no,no,cellular,29,jul,2,-1,0,unknown,yes
916,56,services,married,secondary,no,530,yes,no,unknown,20,may,7,-1,0,unknown,no
917,35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,1,312,3,failure,yes
918,42,services,married,secondary,no,0,no,no,cellular,15,jul,4,-1,0,unknown,no
919,34,technician,single,secondary,no,16,no,no,cellular,13,aug,1,-1,0,unknown,yes
920,32,unemployed,single,tertiary,no,586,yes,no,cellular,9,feb,5,-1,0,unknown,no
921,54,technician,married,secondary,no,-315,no,yes,cellular,10,jul,1,-1,0,unknown,yes
922,55,technician,married,secondary,no,-14,yes,no,cellular,12,may,4,-1,0,unknown,no
923,51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,1,-1,0,unknown,yes
924,32,management,single,tertiary,no,4638,no,no,cellular,29,jan,1,-1,0,unknown,no
925,49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,1,168,1,success,yes
926,27,services,married,secondary,no,199,no,no,cellular,4,feb,2,195,6,failure,no
927,40,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,6,-1,0,unknown,yes
928,25,technician,single,secondary,no,4859,no,no,cellular,12,jan,1,-1,0,unknown,yes
929,44,blue-collar,divorced,secondary,no,558,yes,no,unknown,7,may,1,-1,0,unknown,no
930,60,blue-collar,married,primary,no,631,no,no,cellular,12,aug,2,-1,0,unknown,yes
931,30,student,single,tertiary,no,228,yes,no,cellular,13,may,2,-1,0,unknown,yes
932,59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,2,366,1,other,yes
933,42,admin.,divorced,secondary,no,936,no,no,cellular,30,jan,1,-1,0,unknown,yes
934,29,student,single,secondary,no,1854,no,no,telephone,4,may,3,-1,0,unknown,no
935,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,4,85,4,success,yes
936,42,blue-collar,married,primary,no,479,yes,no,unknown,9,may,2,-1,0,unknown,no
937,52,unknown,married,unknown,no,5361,no,no,cellular,5,aug,3,-1,0,unknown,yes
938,35,technician,single,tertiary,no,670,no,no,cellular,13,oct,2,-1,0,unknown,yes
939,52,unemployed,married,secondary,no,0,no,no,unknown,16,jun,7,-1,0,unknown,no
940,49,blue-collar,married,primary,no,3049,no,no,unknown,12,jun,2,-1,0,unknown,no
941,25,management,single,tertiary,no,1,yes,no,cellular,13,may,5,-1,0,unknown,no
942,20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,1,-1,0,unknown,yes
943,45,services,married,secondary,no,-406,yes,yes,cellular,21,jul,2,-1,0,unknown,no
944,33,management,single,secondary,no,-85,yes,no,cellular,18,jul,1,-1,0,unknown,no
945,38,admin.,married,primary,no,3,yes,yes,unknown,5,jun,2,-1,0,unknown,no
946,25,management,single,tertiary,no,1317,no,no,cellular,26,may,1,-1,0,unknown,yes
947,35,management,single,tertiary,no,6781,yes,no,cellular,15,may,6,-1,0,unknown,no
948,37,management,married,tertiary,no,655,no,no,unknown,28,may,3,-1,0,unknown,no
949,51,management,divorced,tertiary,no,-2282,yes,yes,cellular,14,jul,6,-1,0,unknown,no
950,63,retired,married,secondary,no,1612,no,no,telephone,17,feb,2,-1,0,unknown,yes
951,57,management,married,tertiary,no,10583,no,no,cellular,22,jun,3,-1,0,unknown,yes
952,75,retired,divorced,primary,no,3881,yes,no,cellular,4,feb,3,-1,0,unknown,yes
953,31,unemployed,single,secondary,no,1214,no,no,cellular,4,feb,1,-1,0,unknown,yes
954,34,services,married,secondary,no,2021,yes,yes,cellular,17,apr,6,148,8,other,no
955,32,management,married,tertiary,no,0,no,no,cellular,26,aug,9,-1,0,unknown,no
956,28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,1,-1,0,unknown,yes
957,36,technician,married,tertiary,no,404,no,no,unknown,17,jun,2,-1,0,unknown,no
958,41,entrepreneur,married,secondary,no,8491,yes,no,cellular,18,nov,1,-1,0,unknown,yes
959,29,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,1,-1,0,unknown,yes
960,59,technician,married,secondary,no,259,no,no,cellular,15,jun,1,89,1,success,yes
961,47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,1,274,6,other,yes
962,31,technician,single,tertiary,no,703,yes,no,unknown,8,may,2,-1,0,unknown,yes
963,34,services,single,secondary,no,719,yes,no,unknown,15,may,3,-1,0,unknown,no
964,27,blue-collar,married,secondary,no,4333,no,no,cellular,20,apr,1,-1,0,unknown,yes
965,57,management,married,secondary,no,2155,no,yes,cellular,10,nov,3,91,2,failure,yes
966,38,blue-collar,divorced,secondary,no,1817,yes,no,cellular,28,jul,4,-1,0,unknown,yes
967,41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1,203,1,failure,yes
968,35,technician,married,secondary,no,1368,no,no,cellular,27,may,1,41,2,other,yes
969,58,housemaid,married,primary,no,237,no,no,telephone,18,jul,3,-1,0,unknown,no
970,45,management,married,tertiary,no,242,no,no,cellular,30,apr,1,-1,0,unknown,yes
971,48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1,-1,0,unknown,yes
972,26,blue-collar,single,secondary,no,2669,yes,no,cellular,16,apr,1,-1,0,unknown,no
973,26,admin.,single,secondary,no,102,no,yes,cellular,8,jul,2,-1,0,unknown,yes
974,63,self-employed,married,tertiary,no,-39,no,no,cellular,1,apr,2,-1,0,unknown,yes
975,28,services,single,secondary,no,168,no,no,cellular,12,jan,1,194,1,other,yes
976,38,management,married,tertiary,no,1223,no,no,cellular,12,aug,5,-1,0,unknown,yes
977,34,blue-collar,married,secondary,no,29,yes,no,cellular,15,may,5,-1,0,unknown,yes
978,42,management,divorced,tertiary,no,238,no,no,cellular,25,sep,1,-1,0,unknown,yes
979,41,admin.,married,tertiary,no,1287,no,no,unknown,16,jun,1,-1,0,unknown,no
980,47,unknown,married,unknown,no,8,no,no,telephone,26,may,1,-1,0,unknown,no
981,60,retired,married,tertiary,no,3461,no,no,cellular,26,may,2,112,2,failure,no
982,38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,1,269,1,failure,no
983,60,services,single,primary,no,313,yes,no,unknown,15,may,2,-1,0,unknown,yes
984,41,management,single,tertiary,no,3371,yes,yes,cellular,13,may,2,-1,0,unknown,no
985,28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,1,-1,0,unknown,yes
986,36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,may,2,-1,0,unknown,yes
987,30,services,single,secondary,no,1599,no,no,cellular,11,feb,2,-1,0,unknown,yes
988,44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,4,-1,0,unknown,yes
989,29,management,single,tertiary,no,268,no,no,cellular,16,apr,1,-1,0,unknown,yes
990,37,services,married,secondary,no,775,no,no,cellular,14,aug,2,-1,0,unknown,yes
991,36,services,married,primary,no,0,yes,no,unknown,2,jun,1,-1,0,unknown,yes
992,27,admin.,married,secondary,no,0,yes,yes,cellular,18,may,5,-1,0,unknown,no
993,41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,1,-1,0,unknown,yes
994,40,blue-collar,married,secondary,no,188,yes,yes,unknown,20,jun,2,-1,0,unknown,yes
995,58,admin.,married,secondary,no,145,yes,no,telephone,29,jul,13,-1,0,unknown,yes
996,25,services,single,secondary,no,2311,no,yes,cellular,21,jul,2,-1,0,unknown,yes
997,59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,1,-1,0,unknown,yes
998,34,entrepreneur,married,secondary,yes,-538,yes,no,cellular,20,apr,1,-1,0,unknown,no
999,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,6,-1,0,unknown,yes
1000,45,blue-collar,married,secondary,no,2429,yes,no,unknown,13,may,2,-1,0,unknown,no
1001,35,technician,single,secondary,no,3490,yes,no,cellular,29,aug,2,-1,0,unknown,yes
1002,31,admin.,single,secondary,no,68,yes,no,cellular,16,apr,2,-1,0,unknown,no
1003,26,blue-collar,single,secondary,no,49,no,no,cellular,21,jul,3,-1,0,unknown,no
1004,37,management,married,tertiary,no,785,yes,no,cellular,17,nov,2,-1,0,unknown,no
1005,37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,1,-1,0,unknown,yes
1006,48,management,married,secondary,no,4415,yes,no,cellular,8,apr,3,141,7,failure,yes
1007,24,admin.,single,tertiary,no,0,yes,no,cellular,7,sep,1,103,2,success,no
